Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,Cumulative Revenue
5742-1,2013-03-23,Aaron Smayling,"1737 Botany Rd, Banksmeadow",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2013-03-26,2.5,5.68,3.18,45.0,251.6,8.0,2.66,236.04,3.6,247.55,11836.849999999997
5407-1,2013-03-23,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road, Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,2013-02-23,12.39,19.98,7.59,23.0,412.9,2.0,0.0,419.84,5.77,404.83,12241.679999999997
5449-1,2013-03-23,Aaron Smayling,"1737 Botany Rd, Banksmeadow",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,2013-03-26,2.26,3.58,1.32,24.0,23.06,10.0,2.16,20.36,5.47,22.66,12264.339999999997
5470-1,2013-03-23,Thais Sissman,"53-55 Liverpool St, Sydney",Sydney,NSW,Consumer,Tina Carlton,High,Steady Liquid Accent Highlighters,Office Supplies,Small Box,Regular Air,2013-03-26,3.47,6.68,3.21,7.0,53.94,9.0,0.67,53.06,1.5,54.68,12319.019999999997
5257-1,2013-03-23,Aaron Smayling,"1737 Botany Rd, Banksmeadow",Sydney,NSW,Corporate,Nicholas Fernandes,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2013-03-26,2.5,5.68,3.18,24.0,256.05,7.0,2.66,236.05,3.6,248.76,12567.779999999997
5589-1,2013-03-23,Aaron Smayling,"1737 Botany Rd, Banksmeadow",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Bagged Rubber Bands,Office Supplies,Small Box,Express Air,2013-03-26,0.24,1.26,1.02,25.0,55.02,10.0,2.65,52.7,0.7,53.24,12621.019999999997
5158-1,2013-03-23,Aaron Smayling,"1737 Botany Rd, Banksmeadow",Sydney,NSW,Small Business,Nicholas Fernandes,High,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2013-03-26,1.6,2.62,1.02,30.0,65.0,3.0,3.44,52.68,0.8,53.08,12674.099999999997
5258-1,2013-03-23,Toma McGolin,"2/797 Botany Rd, Rosebery",Sydney,NSW,Small Business,Samantha Chairs,Medium,Artisan 481 Labels,Office Supplies,Small Pack,Regular Air,2013-03-26,1.94,3.08,1.14,38.0,126.2,9.0,1.28,123.76,0.99,124.56,12798.659999999996
5059-1,2013-03-26,Mick Brown,"531 King St, Newtown",Sydney,NSW,Home Office,Mihael Khan,Critical,Alto Memo Cubes,Technology,Medium Box,Regular Air,2013-03-28,3.32,5.18,1.86,8.0,139.44,9.0,4.31,132.65,2.04,133.46,12932.119999999995
5163-1,2013-03-26,Mick Brown,"104 King St, Newtown",Sydney,NSW,Home Office,Charlie Bui,High,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,2013-03-28,6.39,19.98,13.59,12.0,191.36,6.0,4.94,173.22,4.0,193.44,13125.559999999996
5077-1,2013-03-26,Mick Brown,"324A King St, Newtown",Sydney,NSW,Corporate,Mihael Khan,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2013-03-28,2.5,5.68,3.18,46.0,133.44,4.0,4.0,129.44,3.6,132.08,13257.639999999996
5835-1,2013-03-26,Mick Brown,"523 King St, Newtown",Sydney,NSW,Small Business,Aanya Zhang,Critical,Artisan Durable Poly Binders,Office Supplies,Small Box,Regular Air,2013-03-28,3.37,5.53,2.16,16.0,43.6,4.0,4.0,49.9,6.98,40.4,13298.039999999995
5609-1,2013-03-27,Barry Weirich,"105 Pitt St, Sydney",Sydney,NSW,Home Office,Charlie Bui,Low,Apex Preferred Stainless Steel Scissors,Technology,Medium Box,Regular Air,2013-03-28,2.5,5.68,3.18,2.0,130.06,1.0,9.06,121.84,3.6,132.93,13430.969999999996
5732-1,2013-03-27,Erica Smith,"53-55 Liverpool Street, Sydney",Sydney,NSW,Consumer,Tina Carlton,Not Specified,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2013-03-27,13.88,22.38,8.5,39.0,269.34,6.0,8.79,263.63,15.1,278.02,13708.989999999996
5278-1,2013-03-27,Erica Smith,"188 Pitt Street, Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,Artisan Hole Reinforcements,Office Supplies,Wrap Bag,Regular Air,2013-03-27,3.99,6.23,2.24,42.0,141.32,8.0,8.12,126.0,6.97,128.58,13837.569999999996
5371-1,2013-03-27,Erica Smith,"188 Pitt Street, Sydney",Sydney,NSW,Small Business,Tina Carlton,High,Apex Office Executive Series Stainless Steel Trimmers,Office Supplies,Small Box,Regular Air,2013-03-27,3.51,8.57,5.06,2.0,206.96,5.0,8.1,193.34,6.14,199.44,14037.009999999997
5128-1,2013-03-27,Echa Smith,"188 Pitt Street, Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,Artisan Hole Reinforcements,Technology,Jumbo Drum,Delivery Truck,2013-03-27,3.99,6.23,2.24,42.0,136.02,0.0,8.16,123.88,6.97,124.57,14161.579999999996
5051-1,2013-03-27,Erica Smith,"188 Pitt Street, Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Alto Memo Cubes,Office Supplies,Small Box,Express Air,2013-03-27,3.32,5.18,1.86,41.0,147.24,8.0,8.68,126.76,2.04,124.27,14285.849999999997
5983-1,2013-03-27,Erica Smith,"188 Pitt Street, Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,PastelOcean Color Pencil Set,Furniture,Small Pack,Regular Air,2013-03-27,11.11,19.84,8.73,10.0,211.4,8.0,8.12,197.48,4.1,190.69,14476.539999999997
5279-1,2013-03-27,Erica Smith,"188 Pitt Street, Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2013-03-27,2.5,5.68,3.18,41.0,271.32,2.0,8.17,264.99,3.6,273.98,14750.519999999997
5193-1,2013-03-27,Erica Smith,"188 Pitt Street, Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Apex Box Cutter Scissors,Office Supplies,Small Box,Regular Air,2013-03-27,4.19,10.23,6.04,45.0,269.34,0.0,8.79,263.33,4.68,284.94,15035.459999999997
5109-1,2013-03-27,Erica Smith,"188 Pitt Street, Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,OIC Bulk Pack Metal Binder Clips,Office Supplies,Small Pack,Regular Air,2013-03-27,2.13,3.49,1.36,28.0,136.04,3.0,8.16,127.88,0.76,129.51,15164.969999999998
5379-1,2013-03-28,Rob Haberlin,"8 Rankins Lane , Melbourne",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2013-03-30,2.26,3.58,1.32,4.0,166.08,0.0,1.68,152.77,5.47,152.57,15317.539999999997
5812-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road, Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Low,EcoTones Memo Sheets,Office Supplies,Small Box,Express Air,2013-03-31,2.52,4.0,1.48,49.0,29.22,5.0,0.29,28.53,1.3,27.43,15344.969999999998
5166-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road, Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,12 Colored Short Pencils,Office Supplies,Wrap Bag,Regular Air,2013-03-31,1.09,2.6,1.51,35.0,5.3,1.0,0.16,5.04,2.4,7.14,15352.109999999997
5936-1,2013-03-30,Justin Knight,"22 Civic Rd, Auburn",Sydney,NSW,Consumer,Mihael Khan,Low,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2013-03-31,1.18,1.88,0.7,20.0,58.34,4.0,0.1,59.64,1.49,60.57,15412.679999999997
5768-2,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road, Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,2013-03-31,0.93,1.48,0.55,38.0,59.64,4.0,0.2,59.04,0.7,64.47,15477.149999999996
5454-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road, Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Apex Straight Scissors,Technology,Small Box,Regular Air,2013-03-31,5.19,12.98,7.79,22.0,392.95,9.0,0.0,339.93,3.14,342.34,15819.489999999996
5243-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road, Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,High,Artisan 479 Labels,Office Supplies,Small Box,Express Air,2013-03-31,1.59,2.61,1.02,31.0,9.32,3.0,0.17,8.15,0.5,2.85,15822.339999999997
5254-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road, Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Technology,Large Box,Regular Air,2013-03-31,4.48,8.14,3.66,45.0,5.94,9.0,0.1,5.64,3.12,10.61,15832.949999999997
5204-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road, Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2013-03-31,1.84,2.88,1.04,2.0,25.8,10.0,0.19,23.69,0.99,24.09,15857.039999999997
5941-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road, Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,2013-03-31,1.84,2.88,1.04,31.0,16.35,4.0,0.17,13.42,0.99,14.75,15871.789999999997
5103-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road, Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,Unpadded Memo Slips,Office Supplies,Wrap Bag,Regular Air,2013-03-31,2.59,3.98,1.39,38.0,29.97,7.0,0.2,28.39,2.97,34.27,15906.059999999998
5216-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road, Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Medium,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Wrap Bag,Regular Air,2013-03-31,1.92,3.26,1.34,29.0,21.92,7.0,0.27,22.33,1.86,22.63,15928.689999999997
5224-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road, Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2013-03-31,1.94,3.08,1.14,6.0,154.98,1.0,6.2,148.78,0.99,145.28,16073.969999999998
5224-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road, Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2013-03-31,1.84,2.88,1.04,10.0,26.32,6.0,0.17,26.13,0.99,27.62,16101.589999999998
5639-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road, Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2013-03-31,0.24,1.26,1.02,20.0,56.7,7.0,0.17,54.63,0.7,55.63,16157.219999999998
5429-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road, Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2013-03-31,2.45,3.89,1.44,8.0,52.93,7.0,0.17,59.33,7.01,60.68,16217.899999999998
5315-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road, Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,2013-03-31,4.59,7.28,2.69,8.0,21.84,1.0,0.22,21.62,11.15,32.77,16250.669999999998
5682-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road, Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,High,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Small Box,Regular Air,2013-03-31,1.09,1.82,0.73,2.0,5.32,8.0,0.16,5.34,1.0,4.67,16255.339999999998
5322-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road, Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2013-03-31,1.84,2.88,1.04,30.0,5.94,9.0,0.1,5.64,0.99,10.41,16265.749999999998
5209-1,2013-03-31,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road, Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Binder Clips by OIC,Office Supplies,Small Box,Express Air,2013-03-31,0.93,1.48,0.55,30.0,28.12,8.0,2.53,25.59,0.7,26.29,16292.039999999999
5226-1,2013-04-06,Emily Grady,"359 Crown Street, Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Low,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,2013-04-08,2.52,4.0,1.48,32.0,22.4,10.0,2.21,21.6,1.3,23.29,16315.33
6349-1,2013-04-17,Mike Kennedy,"99 Lygon Street, East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Critical,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2013-04-09,2.29,3.69,1.4,15.0,92.06,8.0,1.76,92.38,0.5,93.62,16408.95
5252-1,2013-04-18,Craig Carroll,"99 Lygon Street, East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2013-04-20,1.94,3.08,1.14,23.0,137.04,10.0,4.68,122.86,0.99,124.05,16533.0
5286-1,2013-04-19,Craig Carroll,"99 Lygon Street, East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,12 Colored Short Pencils,Office Supplies,Wrap Bag,Regular Air,2013-04-20,1.09,2.6,1.51,14.0,53.88,8.0,3.43,50.67,2.4,51.47,16584.47
5570-1,2013-04-19,Craig Carroll,"99 Lygon Street, East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Low,Smiths Bulldog Clip,Technology,Jumbo Drum,Delivery Truck,2013-04-20,2.31,3.78,1.47,35.0,119.8,8.0,4.69,116.57,0.71,118.37,16702.84
5050-1,2013-04-19,Craig Carroll,"99 Lygon Street, East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Express Air,2013-04-20,5.33,8.6,3.27,25.0,309.6,10.0,18.58,291.02,6.19,297.21,17000.05
5760-1,2013-04-20,Thomas Boland,"3/219 Canley Vale Road, Canley Heights",Sydney,NSW,Consumer,Mihael Khan,Low,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,2013-04-22,0.71,1.14,0.43,49.0,16.2,0.0,1.62,15.62,0.7,16.45,17016.5
5247-1,2013-04-20,Robert Barroso,"163 Concord Road, North Strathfield",Sydney,NSW,Consumer,Charlie Bui,Critical,Artisan 487 Labels,Office Supplies,Small Pack,Express Air,2013-04-20,2.29,3.69,1.4,44.0,159.0,8.0,1.5,157.1,0.5,150.08,17166.58
5058-1,2013-04-20,Laura Armstrong,"240-242 Johnston Street, Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Critical,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,2013-04-22,3.52,5.68,2.16,33.0,136.24,4.0,1.28,127.16,1.39,129.22,17295.800000000003
5304-1,2013-04-21,Steve Carroll,"Macquarie Centre Cnr Herring Road & Waterloo Road, Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2013-04-22,1.59,2.61,1.02,47.0,26.2,6.0,1.62,24.69,0.5,22.89,17318.690000000002
5055-1,2013-04-23,Eudokia Martin,"412 Brunswick St, Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,2013-04-25,4.79,11.97,7.18,43.0,356.12,3.0,0.0,356.12,5.81,362.47,17681.160000000003
5055-1,2013-04-26,Thomas Boland,"3/219 Canley Vale Road, Canley Heights",Sydney,NSW,Home Office,Mihael Khan,Not Specified,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,2013-04-26,4.79,11.97,7.18,39.0,356.12,8.0,0.0,356.12,5.81,362.47,18043.630000000005
5344-1,2013-04-26,Thomas Boland,"3/219 Canley Vale Road, Canley Heights",Sydney,NSW,Consumer,Mihael Khan,Not Specified,Security-Tint Envelopes,Office Supplies,Small Box,Regular Air,2013-04-26,4.89,7.64,2.75,35.0,359.64,3.0,3.59,333.85,1.39,339.25,18382.880000000005
5711-1,2013-04-26,Thomas Boland,"180 High Street, Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,2013-04-26,1.31,2.84,1.53,40.0,39.84,3.0,3.49,36.29,0.93,37.49,18420.370000000006
5055-1,2013-04-27,Noah Childs,"78 Stanley St, Darlinghurst",Sydney,NSW,Corporate,Phoebe Gour,High,Smiths Premium Bright 1-Part Envelopes,Office Supplies,Small Box,Regular Air,2013-04-28,2.25,3.69,1.44,29.0,356.12,3.0,0.0,356.12,2.5,362.47,18782.840000000007
5055-1,2013-04-27,Noah Childs,"78 Stanley St, Darlinghurst",Sydney,NSW,Home Office,Phoebe Gour,Low,Smiths Premium Bright 1-Part Blank Computer Paper,Technology,Large Box,Regular Air,2013-04-28,12.39,19.98,7.59,16.0,356.12,0.0,0.0,356.12,5.77,362.47,19145.31000000001
5306-1,2013-04-27,Noah Childs,"155 Oxford Street, Darlinghurst",Sydney,NSW,Corporate,Samantha Chairs,Medium,Creator Colored Pencils,Office Supplies,Small Box,Regular Air,2013-04-28,1.57,3.28,1.71,42.0,61.48,6.0,4.43,52.65,0.98,54.9,19200.21000000001
5060-1,2013-04-27,Noah Childs,"165 Oxford Street, Darlinghurst",Sydney,NSW,Consumer,Samantha Chairs,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Express Air,2013-04-28,1.18,1.88,0.7,42.0,35.96,0.0,0.0,35.96,1.49,39.56,19239.77000000001
5533-1,2013-04-28,Barry Weirich,"105 Pitt St, Sydney",Sydney,NSW,Corporate,Charlie Bui,Critical,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2013-04-28,2.29,3.69,1.4,19.0,117.84,4.0,1.18,116.66,0.5,117.16,19356.93000000001
5263-1,2013-04-28,Barry Weirich,"53-55 Liverpool St, Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2013-04-28,1.94,3.08,1.14,23.0,18.68,3.0,1.69,16.01,0.99,12.85,19369.78000000001
5059-1,2013-04-28,Barry Weirich,"105 Pitt St, Sydney",Sydney,NSW,Home Office,Charlie Bui,Not Specified,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,2013-04-28,6.39,19.98,13.59,45.0,139.86,4.0,1.4,138.46,4.0,142.46,19512.24000000001
5363-1,2013-04-30,Jack OBriant,"85-113 Dunning Ave, Rosebery",Sydney,NSW,Corporate,Mihael Khan,Low,Smiths Gold Paper Clips,Office Supplies,Small Box,Regular Air,2013-05-02,1.82,2.98,1.16,38.0,99.92,1.0,9.99,90.91,1.58,94.99,19607.23000000001
5710-1,2013-04-30,Pamela Stobb,"273 George Street, Sydney",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Apex Design Stainless Steel Bent Scissors,Technology,Small Box,Regular Air,2013-05-02,2.87,6.84,3.97,34.0,261.92,7.0,26.23,263.03,4.42,276.83,19884.060000000012
5434-1,2013-05-01,Jack OBriant,"85-113 Dunning Ave, Rosebery",Sydney,NSW,Small Business,Mihael Khan,Low,Artisan 487 Labels,Office Supplies,Wrap Bag,Regular Air,2013-05-02,2.29,3.69,1.4,40.0,149.5,4.0,4.49,145.02,0.5,146.52,20030.580000000013
5952-1,2013-05-02,Nat Carroll,"499-501 Lygon Street, Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Low,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2013-05-03,1.18,1.88,0.7,15.0,41.32,3.0,4.95,48.08,1.49,49.08,20079.660000000014
5068-1,2013-05-03,Christina Vanderzanden,"188 Pitt Street, Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,1726 Digital Answering Machine,Technology,Small Box,Regular Air,2013-05-03,8.82,20.99,12.17,12.0,579.2,0.0,0.0,538.3,4.81,599.11,20678.770000000015
5132-1,2013-05-04,Lynn Smith,"61A Bay Road, Wollstonecraft",Sydney,NSW,Corporate,Samantha Chairs,Low,Apex Box Cutter Scissors,Office Supplies,Small Box,Regular Air,2013-05-06,4.19,10.23,6.04,29.0,365.6,3.0,2.65,327.75,4.68,345.34,21024.110000000015
5479-1,2013-05-04,Sibella Parks,"180 High Street, Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2013-05-06,2.5,5.68,3.18,16.0,255.34,1.0,25.97,263.71,3.6,258.94,21283.050000000014
5499-1,2013-05-04,Christopher Schild,"4A Lyons St, Strathfield",Sydney,NSW,Small Business,Tina Carlton,Medium,Apex Straightt Scissors,Office Supplies,Wrap Bag,Regular Air,2013-05-06,5.19,12.98,7.79,29.0,513.72,7.0,5.04,498.22,3.14,520.09,21803.140000000014
5925-1,2013-05-04,Lynn Smith,"61A Bay Road, Wollstonecraft",Sydney,NSW,Small Business,Samantha Chairs,Medium,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,2013-05-06,3.84,6.3,2.46,29.0,45.97,7.0,2.93,43.39,0.5,43.29,21846.430000000015
5158-1,2013-05-04,Lynn Smith,"61A Bay Road, Wollstonecraft",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Steady Major Accent Highlighters,Technology,Medium Box,Regular Air,2013-05-06,3.75,7.08,3.33,40.0,255.72,3.0,23.18,232.2,2.35,233.85,22080.280000000013
5937-1,2013-05-04,Lynn Smith,"61A Bay Road, Wollstonecraft",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,Apex Box Cutter Scissors,Office Supplies,Small Box,Regular Air,2013-05-06,4.19,10.23,6.04,24.0,431.0,7.0,38.22,420.85,4.68,415.33,22495.610000000015
5396-1,2013-05-04,Erica Smith,"38/133-145 Castlereagh St, Sydney",Sydney,NSW,Corporate,Natasha Song,High,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,2013-03-06,3.65,5.98,2.33,33.0,186.92,5.0,14.47,168.29,1.49,171.2,22666.810000000016
5751-1,2013-05-04,Lynn Smith,"61A Bay Road, Wollstonecraft",Sydney,NSW,Corporate,Samantha Chairs,High,Smiths File Caddy,Office Supplies,Small Pack,Express Air,2013-05-06,4.03,9.38,5.35,11.0,255.0,3.0,2.75,263.03,7.28,276.83,22943.640000000018
5150-1,2013-05-04,Lynn Smith,"61A Bay Road, Wollstonecraft",Sydney,NSW,Small Business,Samantha Chairs,Medium,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,2013-05-06,4.53,7.3,2.77,39.0,243.98,3.0,2.19,243.32,7.72,243.82,23187.460000000017
5196-1,2013-05-04,Lynn Smith,"61A Bay Road, Wollstonecraft",Sydney,NSW,Small Business,Samantha Chairs,Low,Smiths Metal Binder Clips,Office Supplies,Small Pack,Regular Air,2013-05-06,1.6,2.62,1.02,47.0,55.02,4.0,2.64,52.68,0.8,53.07,23240.530000000017
5156-1,2013-05-05,Christopher Schild,"4A Lyons St, Strathfield",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2013-05-06,1.6,2.62,1.02,22.0,56.02,9.0,5.34,52.69,0.8,53.89,23294.420000000016
5596-1,2013-05-05,Christopher Schild,"4A Lyons St, Strathfield",Sydney,NSW,Home Office,Tina Carlton,Low,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Wrap Bag,Regular Air,2013-05-06,4.46,10.89,6.43,10.0,35.78,8.0,3.41,33.05,4.5,33.36,23327.780000000017
5592-1,2013-05-05,Christopher Schild,"4A Lyons St, Strathfield",Sydney,NSW,Home Office,Tina Carlton,Not Specified,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Small Box,Regular Air,2013-05-06,1.87,2.23,0.36,25.0,124.82,2.0,5.07,122.13,2.83,126.73,23454.510000000017
5861-1,2013-05-05,Dave Kipp,"221 Barkly St, St Kilda",Melbourne,VIC,Home Office,Yvette Biti,High,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2013-05-10,1.6,2.62,1.02,30.0,59.32,9.0,5.95,59.69,0.8,50.47,23504.980000000018
5736-1,2013-05-05,Christopher Schild,"4A Lyons St, Strathfield",Sydney,NSW,Home Office,Tina Carlton,Medium,Colored Envelopes,Office Supplies,Small Pack,Regular Air,2013-05-06,2.25,3.69,1.44,22.0,91.5,2.0,0.0,93.36,2.5,94.56,23599.54000000002
